,तावद्द्वयस,a,ap----a--a,,,,/t̪ɑː.ˈʋəd̪.d̪ʋə.jə.sə/,तावद्-द्वयस,0
379473,82638,तीर्थमहिमन्,n,n-----m--n,,,,/t̪iːɹ.t̪ʰə.mə.ɦi.mən/,तीर्थ॔-महिमन्,0
379474,82637,तीर्थमहाह्रद,n,n-----m--a,,,,/t̪iːɹ.t̪ʰə.mə.ɦɑːɦ.ɹə.d̪ə/,तीर्थ॔-महा-ह्रद,0
379475,82639,तीर्थमाहात्म्य,n,n-----n--a,,,,/t̪iːɹ.t̪ʰə.mɑː.ɦɑːt̪.mjə/,तीर्थ॔-माहात्म्य,0
379476,82631,तीर्थनिर्णय,n,n-----m--a,,,,/t̪iːɹ.t̪ʰə.ˈniɹ.ɳə.jə/,तीर्थ॔-निर्णय,0
379477,,तीर्थपद्,a,ap----a--c,,,,/t̪iːɹ.t̪ʰə.pəd̪/,तीर्थ॔-पद्,0
379478,,तीर्थपद,a,ap----a--a,,,,/t̪iːɹ.t̪ʰə.pə.d̪ə/,तीर्थ॔-पद,0
379479,82632,तीर्थपति,n,n-----m--i,,,,/t̪iːɹ.t̪ʰə.pə.t̪i/,तीर्थ॔-पति,0
379480,,तीर्थप्रतिपादन,n,n-----n--a,,,,/t̪iːɹ.ˈt̪ʰəp.ɹə.t̪i.pɑː.d̪ə.nə/,तीर्थ-प्रतिपादन,0
379481,,तीर्थपाद,a,ap----a--a,,,,/t̪iːɹ.t̪ʰə.pɑː.d̪ə/,तीर्थ॔-पाद,0
379482,82634,तीर्थपादीय,n,n-----m--a,,,,/t̪iːɹ.t̪ʰə.pɑː.d̪iː.jə/,तीर्थ॔-पादीय,0
379483,82635,तीर्थपूजा,n,n-----f--ā,,,,/t̪iːɹ.t̪ʰə.puː.d͡ʑɑː/,तीर्थ॔-पूजा,0
379484,82642,तीर्थराजी,n,n-----f--ī,,,,/t̪iːɹ.t̪ʰə.ɹɑː.d͡ʑiː/,तीर्थ॔-राजी,0
379485,82652,तीर्थसद्,a,ap----a--c,,,,/t̪iːɹ.t̪ʰə.səd̪/,तीर्थ॔-सद्,0
379486,82656,तीर्थसौख्य,n,n-----n--a,,,,/t̪iːɹ.t̪ʰə.ˈsəौ.kʰjə/,तीर्थ॔-सौख्य,0
379487,82653,तीर्थसेनि,n,n-----f--i,,,,/t̪iːɹ.t̪ʰə.seː.ni/,तीर्थ॔-सेनि,0
379488,82655,तीर्थसेविन्,n,n-----m--n,,,,/t̪iːɹ.t̪ʰə.seː.ʋin/,तीर्थ॔-सेविन्,0
379489,82654,तीर्थसेवा,n,n-----f--ā,,,,/t̪iːɹ.t̪ʰə.seː.ʋɑː/,तीर्थ॔-सेवा,0
379490,82628,तीर्थतम,n,n-----n--a,,,,/t̪iːɹ.t̪ʰə.t̪ə.mə/,तीर्थ॔-तम,0
379491,82643,तीर्थवत्,a,ap----a--c,,,,/t̪iːɹ.t̪ʰə.ʋət̪/,तीर्थ॔-वत्,0
379492,82644,तीर्थवती,n,n-----f--ī,,,,/t̪iːɹ.t̪ʰə.ʋə.t̪iː/,तीर्थ॔-वती,0
379493,82648,तीर्थविधि,n,n-----m--i,,,,/t̪iːɹ.t̪ʰə.ʋi.d̪ʰi/,तीर्थ॔-विधि,0
379494,82645,तीर्थवाक,n,n-----m--a,,,,/t̪iːɹ.t̪ʰə.ʋɑː.kə/,तीर्थ॔-वाक,0
379495,,तीर्थवासिन्,a,ap----a--n,,,,/t̪iːɹ.t̪ʰə.ʋɑː.sin/,तीर्थ॔-वासिन्,0
379496,,तीर्थवायस,n,n-----m--a,,,,/t̪iːɹ.t̪ʰə.ʋɑː.jə.sə/,तीर्थ॔-वायस,0
379497,82641,तीर्थयात्रिन्,a,ap----a--n,,,,/t̪iːɹ.t̪ʰə.jɑːt̪.ɹin/,तीर्थ॔-यात्रिन्,0
379498,82640,तीर्थयात्रा,n,n-----f--ā,,,,/t̪iːɹ.t̪ʰə.jɑːt̪.ɹɑː/,तीर्थ॔-यात्रा,0
379499,,तीर्थयात्रापर्वन्,n,n-----n--n,,,,/t̪iːɹ.t̪ʰə.jɑːt̪.ɹɑː.ˈpəɹ.ʋən/,तीर्थ॔-यात्रा-पर्वन्,0
379500,,तीर्थयात्रातत्त्व,n,n-----n--a,,,,/t̪iːɹ.t̪ʰə.jɑːt̪.ɹɑː.ˈt̪ət̪.t̪ʋə/,तीर्थ॔-यात्रा-तत्त्व,0
379501,,तीर्थयात्राविधि,n,n-----m--i,,,,/t̪iːɹ.t̪ʰə.jɑːt̪.ɹɑː.ʋi.d̪ʰi/,तीर्थ॔-यात्रा-विधि,0
379502,82649,तीर्थशिला,n,n-----f--ā,,,,/t̪iːɹ.t̪ʰə.ɕi.lɑː/,तीर्थ॔-शिला,0
379503,,तीर्थश्रवस्,a,ap----a-sa,,,,/t̪iːɹt̪ʰəɕɹəʋəs/,तीर्थ॔-श्रवस्,0
379504,82651,तीर्थश्राद्धप्रयोग,n,n-----m--a,,,,/t̪iːɹt̪ʰəɕɹɑːd̪d̪ʰəpɹəjoːgə/,तीर्थ॔-श्राद्ध-प्रयोग,0
379505,,तीर्थंकर,n,n-----m--a,,,,/t̪iːɹ.t̪ʰəŋ.kə.ɹə/,तीर्थ॔-ं-कर,0
379506,,तीर्थेश्वर,n,n-----m--a,,,,/t̪iːɹt̪ʰeːɕʋəɹə/,तीर्थेश्वर,0
379507,82664,तीर्थिक,n,n-----m--a,,,,/t̪iːɹ.t̪ʰi.kə/,तीर्थिक,0
379508,,तीर्थोदक,n,n-----n--a,,,,/t̪iːɹ.t̪ʰoː.d̪ə.kə/,तीर्थोदक,0
379509,82668,तीर्थ्य,a,ap----a--a,,,,/t̪iːɹ.t̪ʰjə/,ती॔र्थ्य,0
379511,,तीर्थ्य,n,n-----m--a,,,,/t̪iːɹ.t̪ʰjə/,ती॔र्थ्य,0
379513,,तीर्थासेवन,n,n-----n--a,,,,/t̪iːɹ.t̪ʰɑː.seː.ʋə.nə/,तीर्थासेवन,0
379514,82667,तीर्थीभूत,a,ap----a--a,,,,/t̪iːɹ.t̪ʰiː.bʱuː.t̪ə/,तीर्थी-भूत,0
379515,82665,तीर्थीकरण,a,ap----a--a,,,,/t̪iːɹ.t̪ʰiː.kə.ɹə.ɳə/,तीर्थी-करण,0
379516,170599,तीर्थीकृ,v,v----a--8-,,,,/t̪iːɹ.t̪ʰiː.kɹ̩/,तीर्थी-कृ,0
379517,,तीर्थीकृत,a,ap----a--a,,,,/t̪iːɹ.t̪ʰiː.kɹ̩.t̪ə/,तीर्थी-कृत,0
379518,,तीरान्तर,n,n-----n--a,,,,/t̪iː.ɹɑːn.t̪ə.ɹə/,तीरान्तर,0
379519,82608,तीराट,n,n-----m--a,,,,/t̪iː.ɹɑː.ʈə/,तीराट,0
379520,,तीरी,n,n-----f--ī,,,,/t̪iː.ɹiː/,तीरी,0
379521,,तीर्ण,a,ap----a--a,,,,/t̪iːɹ.ɳə/,तीर्ण,0
379522,82614,तीर्णपदी,n,n-----f--ī,,,,/t̪iːɹ.ɳə.pə.d̪iː/,तीर्ण-पदी,0
379523,,तीर्णप्रतिज्ञ,a,ap----a--a,,,,/t̪iːɹ.ˈɳəp.ɹə.ˈt̪id͡ʑ.ɲə/,तीर्ण-प्रतिज्ञ,0
379524,82613,तीर्णा,n,n-----f--ā,,,,/t̪iːɹ.ɳɑː/,तीर्णा,0
379525,82700,तीसट,n,n-----m--a,,,,/t̪iː.sə.ʈə/,तीसट,0
379526,,तीव्,v,v----a--1-,,,,/t̪iːʋ/,तीव्,0
379527,82670,तीवर,n,n-----m--a,,,,/t̪iː.ʋə.ɹə/,तीवर,0
379528,82671,तीवरी,n,n-----f--ī,,,,/t̪iː.ʋə.ɹiː/,तीवरी,0
379530,82672,तीव्र,a,ap----a--a,,ap----f--ā=>ा,,/t̪iːʋ.ɹə/,तीव्र॔,0
379531,82673,तीव्र,n,n-----m--a,,,,/t̪iːʋ.ɹə/,तीव्र॔,0
379537,82674,तीव्र,n,n-----n--a,,,,/t̪iːʋ.ɹə/,तीव्र॔,0
379538,82684,तीव्रद्युति,n,n-----m--i,,,,/t̪iːʋ.ˈɹəd̪.ju.t̪i/,तीव्र॔-द्युति,0
379539,82683,तीव्रदारु,n,n-----m--u,,,,/t̪iːʋ.ɹə.d̪ɑː.ɹu/,तीव्र॔-दारु,0
379540,82680,तीव्रगन्धा,n,n-----f--ā,,,,/t̪iːʋ.ɹə.gən.d̪ʰɑː/,तीव्र॔-गन्धा,0
379541,,तीव्रगति,a,ap----a--i,,,,/t̪iːʋ.ɹə.gə.t̪i/,तीव्र॔-गति,0
379542,,तीव्रगति,n,n-----f--i,,,,/t̪iːʋ.ɹə.gə.t̪i/,तीव्र॔-गति,0
379543,82681,तीव्रज्वाला,n,n-----f--ā,,,,/t̪iːʋ.ˈɹəd͡ʑ.ʋɑː.lɑː/,तीव्र॔-ज्वाला,0
379544,82677,तीव्रकन्द,n,n-----m--a,,,,/t̪iːʋ.ɹə.kən.d̪ə/,तीव्र॔-कन्द,0
379545,82676,तीव्रकण्ठ,n,n-----m--a,,,,/t̪iːʋ.ɹə.ˈkəɳ.ʈʰə/,तीव्र॔-कण्ठ,0
379546,,तीव्रम्,r,rp--------,,,,/t̪iːʋ.ɹəm/,तीव्र॔म्,0
379547,,तीव्रमद,a,ap----a--a,,,,/t̪iːʋ.ɹə.mə.d̪ə/,तीव्र॔-मद,0
379548,,तीव्रमार्ग,n,n-----m--a,,,,/t̪iːʋ.ɹə.mɑːɹ.gə/,तीव्र॔-मार्ग,0
379549,,तीव्रपौरुष,n,n-----n--a,,,,/t̪iːʋ.ɹə.ˈpəौ.ɹu.ʂə/,तीव्र॔-पौरुष,0
379550,,तीव्ररोषसमाविष्ट,a,ap----a--a,,,,/t̪iːʋ.ɹə.ɹoː.ʂə.sə.mɑː.ˈʋiʂ.ʈə/,तीव्र॔-रोष-समाविष्ट,0
379551,,तीव्ररुज,a,ap----a--a,,,,/t̪iːʋ.ɹə.ɹu.d͡ʑə/,तीव्र॔-रुज,0
379552,82693,तीव्रसव,n,n-----m--a,,,,/t̪iːʋ.ɹə.sə.ʋə/,तीव्र॔-सव,0
379553,82696,तीव्रसोम,n,n-----m--a,,,,/t̪iːʋ.ɹə.soːmə/,तीव्र॔-सोम॔,0
379554,,तीव्रसुत्,n,n-----m--c,,,,/t̪iːʋ.ɹə.sut̪/,तीव्र॔-सु॔त्,0
379555,82694,तीव्रसुत्,a,ap----a--c,,,,/t̪iːʋ.ɹə.sut̪/,तीव्र॔-सु॔त्,0
379556,82682,तीव्रता,n,n-----f--ā,,,,/t̪iːʋ.ɹə.t̪ɑː/,तीव्र॔-ता,0
379557,,तीव्रवेदना,n,n-----f--ā,,,,/t̪iːʋ.ɹə.ʋeː.d̪ə.nɑː/,तीव्र॔-वेदना,0
379558,,तीव्रशोकसमाविष्ट,a,ap----a--a,,,,/t̪iːʋ.ɹə.ɕoː.kə.sə.mɑː.ˈʋiʂ.ʈə/,तीव्र॔-शोक-समाविष्ट,0
379559,,तीव्रशोकार्त,a,ap----a--a,,,,/t̪iːʋ.ɹə.ɕoː.kɑːɹ.t̪ə/,तीव्र॔-शोकार्त,0
379567,82675,तीव्रा,n,n-----f--ā,,,,/t̪iːʋ.ɹɑː/,तीव्रा,0
379569,82698,तीव्रानन्द,n,n-----m--a,,,,/t̪iːʋ.ɹɑː.nən.d̪ə/,तीव्रानन्द,0
379570,82699,तीव्रान्त,a,ap----a--a,,,,/t̪iːʋ.ɹɑːn.t̪ə/,तीव्रान्त,0
379571,,तीव्रातितीव्र,a,ap----a--a,,,,/t̪iːʋ.ɹɑː.t̪i.t̪iːʋ.ɹə/,तीव्रातितीव्र,0
379572,,तीव्रीभू,v,v----a--1-,,,,/t̪iːʋ.ɹiː.bʱuː/,तीव्री॔-भू,0
379573,,तीव्रीकृ,v,v----a--8-,,,,/t̪iːʋ.ɹiː.kɹ̩/,तीव्री॔-कृ,0
379574,,तूबर,n,n-----n--a,,,n-----f--ī=तूबरई,/t̪uː.bə.ɹə/,तूबर,0
379575,83100,तूबर,n,n-----m--a,,,,/t̪uː.bə.ɹə/,तूबर,0
379576,83101,तूबरक,n,n-----m--a,,,,/t̪uː.bə.ɹə.kə/,तूबरक,0
379577,,तूबरिका,n,n-----f--ā,,,,/t̪uː.bə.ɹi.kɑː/,तूबरिका,0
379578,83096,तूद,n,n-----m--a,,,,/t̪uː.d̪ə/,तूद,0
379579,83097,तूदी,n,n-----f--ī,,,,/t̪uː.d̪iː/,तूदी,0
379580,83073,तूख,n,n-----m--a,,,,/t̪uː.kʰə/,तूख,0
379581,,तूल्,v,v----a--1- v----a--0-,,,,/t̪uːl/,तूल्,0
379583,83129,तूल,n,n-----m--a,,,,/t̪uː.lə/,तू॔ल,0
379585,83135,तूलचाप,n,n-----m--a,,,,/t̪uː.lə.t͡ɕɑː.pə/,तू॔ल-चाप,0
379586,83136,तूलदाहम्,r,rp--------,,,,/t̪uː.lə.d̪ɑː.ɦəm/,तू॔ल-दाहम्,0
379587,83149,तूलक,n,n-----n--a,,,,/t̪uː.lə.kə/,तूलक,0
379588,83133,तूलकण,n,n-----n--a,,,,/t̪uː.lə.kə.ɳə/,तू॔ल-कण,0
379589,83134,तूलकार्मुक,n,n-----n--a,,,,/t̪uː.lə.kɑːɹ.mu.kə/,तू॔ल-कार्मुक,0
379590,,तूललासिका,n,n-----f--ā,,,,/t̪uː.lə.lɑː.si.kɑː/,तू॔ल-लासिका,0
379591,,तूलनालिका,n,n-----f--ā,,,,/t̪uː.lə.nɑː.li.kɑː/,तू॔ल-नालिका,0
379592,83137,तूलनाला,n,n-----f--ā,,,,/t̪uː.lə.nɑː.lɑː/,तू॔ल-नाला,0
379593,,तूलनाली,n,n-----f--ī,,,,/t̪uː.lə.nɑː.liː/,तू॔ल-नाली,0
379594,,तूलपटिका,n,n-----f--ā,,,,/t̪uː.lə.pə.ʈi.kɑː/,तू॔ल-पटिका,0
379595,,तूलपटी,n,n-----f--ī,,,,/t̪uː.lə.pə.ʈiː/,तू॔ल-पटी,0
379596,83142,तूलफल,n,n-----m--a,,,,/t̪uː.lə.pʰə.lə/,तू॔ल-फल,0
379597,83139,तूलपिचु,n,n-----m--u,,,,/t̪uː.lə.pi.t͡ɕu/,तू॔ल-पिचु,0
379598,83140,तूलपीठी,n,n-----f--ī,,,,/t̪uː.lə.piː.ʈʰiː/,तू॔ल-पीठी,0
379599,83141,तूलपूर्ण,a,ap----a--a,,,,/t̪uː.lə.puːɹ.ɳə/,तू॔ल-पूर्ण,0
379600,,तूलसदृशसुकुमारपाणिता,n,n-----f--ā,,,,/t̪uː.lə.sə.d̪ɹ̩.ɕə.su.ku.mɑː.ɹə.pɑː.ɳi.t̪ɑː/,तूल-सदृश-सुकुमार-पाणिता,0
379601,83148,तूलसेचन,n,n-----n--a,,,,/t̪uː.lə.seː.t͡ɕə.nə/,तू॔ल-सेचन,0
379602,83144,तूलवती,n,n-----f--ī,,,,/t̪uː.lə.ʋə.t̪iː/,तू॔ल-वती,0
379603,83145,तूलवृक्ष,n,n-----m--a,,,,/t̪uː.lə.ˈʋɹ̩k.ʂə/,तू॔ल-वृक्ष,0
379604,83146,तूलशर्करा,n,n-----f--ā,,,,/t̪uː.lə.ˈɕəɹ.kə.ɹɑː/,तू॔ल-शर्करा,0
379605,,तूलशोधन,n,n-----n--a,,,,/t̪uː.lə.ɕoː.d̪ʰə.nə/,तू॔ल-शोधन,0
379606,,तूलशोधिनी,n,n-----f--ī,,,,/t̪uː.lə.ɕoː.d̪ʰi.niː/,तू॔ल-शोधिनी,0
379607,83151,तूलि,n,n-----f--i,,,,/t̪uː.li/,तूलि,0
379608,83152,तूलिक,n,n-----m--a,,,,/t̪uː.li.kə/,तूलिक,0
379613,83150,तूलिका,n,n-----f--ā,,,,/t̪uː.li.kɑː/,तूलिका,0
379616,83153,तूलिनी,n,n-----f--ī,,,,/t̪uː.li.niː/,तूलिनी,0
379617,,तूलिफला,n,n-----f--ā,,,,/t̪uː.li.pʰə.lɑː/,तूलि-फला,0
379618,83131,तूला,n,n-----f--ā,,,,/t̪uː.lɑː/,तू॔ला,0
379622,83132,तूली,n,n-----f--ī,,,,/t̪uː.liː/,तू॔ली,0
379625,83098,तूपर,a,ap----a--a,,ap----f--ā=>ा,,/t̪uː.pə.ɹə/,तूपर॔,0
379627,,तूर्,a,ap----a--c,,,,/t̪uːɹ/,तूर्,0
379628,83116,तूर,n,n-----m--a,,,,/t̪uː.ɹə/,तूर,0
379629,,तूर्भिस्,r,rp--------,,,,/t̪uːɹ.bʱis/,तूर्भिस्,0
379630,83103,तूर्घ्न,n,n-----n--a,,,,/t̪uːɹgʰ.nə/,तू॔र्-घ्न,0
379631,83114,तूर्त,a,ap----a--a,,,,/t̪uːɹ.t̪ə/,तूर्त॔,0
379632,83125,तूर्वयाण,a,ap----a--a,,,,/t̪uːɹ.ʋə.jɑː.ɳə/,तू॔र्वयाण,0
379633,83126,तूर्वयाण,n,n-----m--a,,,,/t̪uːɹ.ʋə.jɑː.ɳə/,तू॔र्वयाण,0
379634,83127,तूर्वि,a,ap----a--i,,,,/t̪uːɹ.ʋi/,तू॔र्वि,0
379635,83122,तूर्य,a,ap----a--a,,,,/t̪uːɹ.jə/,तूर्य,0
379637,83123,तूर्य,n,n-----m--a,,,,/t̪uːɹ.jə/,तूर्य,0
379638,,तूर्यगण्ड,n,n-----m--a,,,,/t̪uːɹ.jə.ˈgəɳ.ɖə/,तूर्य-गण्ड,0
379639,,तूर्यघोष,n,n-----m--a,,,,/t̪uːɹ.jə.gʰoː.ʂə/,तूर्य-घोष,0
379640,83119,तूर्यखण्ड,n,n-----m--a,,,,/t̪uːɹ.jə.ˈkʰəɳ.ɖə/,तूर्य-खण्ड,0
379641,,तूर्यमय,a,ap----a--a,,,,/t̪uːɹ.jə.mə.jə/,तूर्य-मय,0
379642,83115,तूर्यन्ती,n,n-----f--ī,,,,/t̪uːɹ.jən.t̪iː/,तूर्यन्ती,0
379643,83121,तूर्यौघ,n,n-----m--a,,,,/t̪uːɹ.ˈjəौ.gʰə/,तूर्यौघ,0
379644,83124,तूर्यांश,n,n-----m--a,,,,/t̪uːɹ.jɑː.̃ɕə/,तूर्यांश,0
379645,,तूरा,r,rp--------,,,,/t̪uː.ɹɑː/,तूरा,0
379646,83117,तूरी,n,n-----f--ī,,,,/t̪uː.ɹiː/,तूरी,0
379647,83105,तूर्ण,a,ap----a--a,,,,/t̪uːɹ.ɳə/,तूर्ण,0
379648,83106,तूर्णग,a,ap----a--a,,,,/t̪uːɹ.ɳə.gə/,तूर्ण-ग,0
379649,83109,तूर्णक,n,n-----m--a,,,,/t̪uːɹ.ɳə.kə/,तूर्णक,0
379650,202683,तूर्णम्,r,rp--------,,,,/t̪uːɹ.ɳəm/,तूर्णम्,0
379651,83107,तूर्णतरम्,r,rp--------,,,,/t̪uːɹ.ɳə.t̪ə.ɹəm/,तूर्ण-तरम्,0
379653,83111,तूर्णि,n,n-----m--i,,,,/t̪uːɹ.ɳi/,तू॔र्णि,0
379655,83112,तूर्णि,n,n-----f--i,,,,/t̪uːɹ.ɳi/,तू॔र्णि,0
379656,83110,तूर्णि,a,ap----a--i,,,,/t̪uːɹ.ɳi/,तू॔र्णि,0
379657,83108,तूर्णोदित,a,ap----a--a,,,,/t̪uːɹ.ɳoː.d̪i.t̪ə/,तूर्णोदित,0
379658,83113,तूर्ण्यर्थ,a,ap----a--a,,ap----f--ā=>ा,,/t̪uːɹ.ˈɳjəɹ.t̪ʰə/,तू॔र्ण्य्-अर्थ,0
379659,83104,तूर्णाश,n,n-----n--a,,,,/t̪uːɹ.ɳɑː.ɕə/,तू॔र्-णाश,0
379660,83170,तूस्त,n,n-----n--a,,,,/t̪uːs.t̪ə/,तूस्त,0
379661,,तूत,n,n-----m--a,,,,/t̪uː.t̪ə/,तूत,0
379662,83092,तूतक,n,n-----n--a,,,,/t̪uː.t̪ə.kə/,तूतक,0
379663,,तूतुजि,n,n-----m--i,,,,/t̪uː.t̪u.d͡ʑi/,तू॔तुजि॔,0
379664,83094,तूतुजि,a,ap----a--i,,,,/t̪uː.t̪u.d͡ʑi/,तू॔तुजि,0
379666,83093,तूतुजान,a,ap----a--a,,,,/t̪uː.t̪u.d͡ʑɑː.nə/,तू॔तुजान,0
379667,83095,तूतुम,a,ap----a--a,,,,/t̪uː.t̪u.mə/,तूतुम॔,0
379668,,तूय,n,n-----n--a,,,,/t̪uː.jə/,तू॔य,0
379669,83102,तूय,a,ap----a--a,,,,/t̪uː.jə/,तू॔य,0
379670,,तूयम्,r,rp--------,,,,/t̪uː.jəm/,तू॔यम्,0
379671,,तूड्,v,v----a--1-,,,,/t̪uːɖ/,तूड्,0
379672,,तूण्,v,v----a--0-,,,,/t̪uːɳ/,तूण्,0
379673,83074,तूण,n,n-----m--a,,,,/t̪uː.ɳə/,तूण,0
379674,83078,तूणक,n,n-----n--a,,,,/t̪uː.ɳə.kə/,तूणक,0
379675,,तूणमुख,n,n-----n--a,,,,/t̪uː.ɳə.mu.kʰə/,तूण-मुख,0
379676,83090,तूणव,n,n-----m--a,,,,/t̪uː.ɳə.ʋə/,तू॔णव,0
379677,,तूणव,a,ap----a--a,,,,/t̪uː.ɳə.ʋə/,तू॔णव,0
379678,83091,तूणवध्म,n,n-----m--a,,,,/t̪uː.ɳə.ˈʋəd̪ʰ.mə/,तू॔णव-ध्म॔,0
379679,83077,तूणवत्,a,ap----a--c,,,,/t̪uː.ɳə.ʋət̪/,तूण-वत्,0
379680,83079,तूणि,n,n-----m--i,,,,/t̪uː.ɳi/,तूणि,0
379682,83080,तूणि,n,n-----f--i,,,,/t̪uː.ɳi/,तूणि,0
379683,83081,तूणिक,n,n-----m--a,,,,/t̪uː.ɳi.kə/,तूणिक,0
379684,,तूणिन्,n,n-----m--n,,,,/t̪uː.ɳin/,तूणिन्,0
379685,83082,तूणिन्,a,ap----a--n,,,,/t̪uː.ɳin/,तूणिन्,0
379686,,तूणी,r,rp--------,,,,/t̪uː.ɳiː/,तूणी,0
379687,83075,तूणी,n,n-----f--ī,,,,/t̪uː.ɳiː/,तूणी,0
379691,83086,तूणीधार,n,n-----m--a,,,,/t̪uː.ɳiː.d̪ʰɑː.ɹə/,तूणी-धार,0
379692,83088,तूणीक,n,n-----m--a,,,,/t̪uː.ɳiː.kə/,तूणीक,0
379693,,तूणीकान्त,n,n-----m--a,,,,/t̪uː.ɳiː.kɑːn.t̪ə/,तूणी-कान्त,0
379694,,तूणीकृ,v,v----a--8-,,,,/t̪uː.ɳiː.kɹ̩/,तूणी-कृ,0
379695,,तूणीर,n,n-----m--a,,,,/t̪uː.ɳiː.ɹə/,तूणीर,0
379696,,तूणीरवत्,a,ap----a--c,,,,/t̪uː.ɳiː.ɹə.ʋət̪/,तूणीर-वत्,0
379697,,तूणीरायमाण,a,ap----a--a,,,,/t̪uː.ɳiː.ɹɑː.jə.mɑː.ɳə/,तूणीरायमाण,0
379698,83087,तूणीशय,a,ap----a--a,,,,/t̪uː.ɳiː.ɕə.jə/,तूणी-शय,0
379699,,तूष्,v,v----a--1-,,,,/t̪uːʂ/,तूष्,0
379700,83154,तूष,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=तूष",/t̪uː.ʂə/,तूष,0
379701,83155,तूषाधान,n,n-----n--a,,,,/t̪uː.ʂɑː.d̪ʰɑː.nə/,तूषाधा॔न,0
379702,83168,तूष्णीक,a,ap----a--a,,,,/t̪uːʂ.ɳiː.kə/,तूष्णीक,0
379703,,तूष्णीकम्,r,rp--------,,,,/t̪uːʂ.ɳiː.kəm/,तूष्णीकम्,0
379704,,तूष्णीकाम्,r,rp--------,,,,/t̪uːʂ.ɳiː.kɑːm/,तूष्णीकाम्,0
379705,83169,तूष्णीम्,r,rp--------,,,,/t̪uːʂ.ɳiːm/,तूष्णी॔म्,0
379706,83165,तूष्णींभाव,n,n-----m--a,,,,/t̪uːʂ.ɳiːm.bʱɑː.ʋə/,तूष्णीं-भाव,0
379707,83166,तूष्णींभावम्,r,rp--------,,,,/t̪uːʂ.ɳiːm.bʱɑː.ʋəm/,तूष्णीं-भावम्,0
379708,83167,तूष्णींभूत,a,ap----a--a,,,,/t̪uːʂ.ɳiːm.bʱuː.t̪ə/,तूष्णीं-भूत,0
379709,,तूष्णींभूय,r,rp--------,,,,/t̪uːʂ.ɳiːm.bʱuː.jə/,तूष्णीं-भूय,0
379710,83164,तूष्णींदण्ड,n,n-----m--a,,,,/t̪uːʂ.ɳiːn.ˈd̪əɳ.ɖə/,तूष्णीं-दण्ड,0
379711,83162,तूष्णींगङ्ग,n,n-----n--a,,,,/t̪uːʂ.ɳiːŋ.gəŋ.gə/,तूष्णीं-गङ्ग,0
379712,83161,तूष्णींहोम,n,n-----m--a,,,,/t̪uːʂ.ɳiː̃.ɦoːmə/,तूष्णीं-होम॔,0
379713,83163,तूष्णींजप,n,n-----m--a,,,,/t̪uːʂ.ɳiːɲ.d͡ʑə.pə/,तूष्णीं-जप,0
