id,offset,pos,language,gloss,semfield
103680,00076325,n,10,"a headlong jump (or fall); ""he took a header into the shrubbery""",
103681,00076442,n,10,the act of hopping (jumping upward or forward (especially on one foot)),
103682,00076563,n,10,a light springing movement upwards or forwards,
103683,00076714,n,10,the act of vaulting,
103684,00076794,n,10,"jumping in one spot (as in excitement); ""the wailing and jumping up and down exhausted him""",2638
103685,00076951,n,10,the act of propelling something (as a ball or shell etc.) in a high arc,
103686,00077072,n,10,(football) putting the ball in play by passing it (between the legs) to a back,2871
103687,00077232,n,10,"causing something to go: ""the cost of sending their children to college""",
103688,00077376,n,10,the act of sending a message; causing a message to be transmitted,
103689,00077583,n,10,"the act of sending on to an ultimate destination: ""the forwarding of mail to a new address is done automatically""",
103690,00077753,n,10,"the transmission of a letter: ""the postmark indicates the time of mailing""",
103691,00077891,n,10,propelling something on wheels,
103692,00077986,n,10,"the act of firing a projectile: ""his shooting was slow but accurate""",
103693,00078261,n,10,"the act of shooting at targets: ""they hold a shoot every weekend during the summer""",
103694,00078414,n,10,a return shot; a retaliatory shot,
103695,00078505,n,10,the act of discharging a gun,
103696,00078629,n,10,"the discharge of a gun as signal or as a salute in military ceremonies: ""a twenty gun salute""",
103697,00078772,n,10,preparation for the delivery of shellfire on a target,
103698,00078903,n,10,"the act of shooting a gun: ""the gunfire endangered innocent bystanders""; ""they retreated in the face of withering enemy fire""",
103699,00079092,n,10,a shot aimed at a person's head,
103700,00079178,n,10,the sport of shooting at clay pigeons that are hurled upward in such a way as to simulate the flight of a bird,
103701,00079372,n,10,shooting artillery shells,
103702,00079453,n,10,a fight involving shooting small arms with the intent to kill or frighten,
103703,00079602,n,10,a shot taken at an easy or casual target (as by a pothunter),
103704,00079716,n,10,"the act of putting two things together with no space between them: ""at his touch the room filled with lights""",
103705,00080122,n,10,"the act of touching physically: ""her fingers came in contact with the light switch""",
103706,00080362,n,10,"the act of rubbing or wiping: ""he gave the hood a quick rub""",
103707,00080515,n,10,the act of scuffing (scraping or dragging the feet),
103708,00080629,n,10,a light touch or stroke,
103709,00080714,n,10,"a act of hitting one thing with another: ""repeated hitting raised a large bruise""; ""after three misses she finally got a hit""",
103710,00081036,n,10,the act of colliding with something,
103711,00081161,n,10,a sharp collision produced by striking or dashing against something,
103712,00081298,n,10,(in baseball) the batter's attempt to get on base,"2633,2871"
103713,00081420,n,10,(in baseball) handling the ball while playing in the field,"2633,2871"
103714,00081552,n,10,playing the position of catcher on a baseball team,"2633,2638"
103715,00081676,n,10,playing golf,2871
103716,00081742,n,10,playing the position of pitcher on a baseball team,"2633,2638"
103717,00081866,n,10,"(baseball) an advance to first base by a batter who receives four balls; ""he worked the picher for a base on balls""",2871
103718,00082055,n,10,"the supreme effort one can make: ""they did their best""",
103719,00082178,n,10,"the weakest effort or poorest achievement one is capable of: ""it was the worst he had ever done on a test""",
103720,00082354,n,10,(in baseball) a ball struck with the bat so that it stays between the foul lines on the playing field,"2633,2871"
103721,00082548,n,10,(in baseball) a ball struck with the bat so that it does not stay between the foul lines on the playing field,"2633,2871"
103722,00082757,n,10,a glancing contact with the ball off the edge of the cricket bat,"2633,2871"
103723,00082892,n,10,the act of hitting a baseball lightly without swinging the bat,"2633,2638"
103724,00083024,n,10,the act of hitting a baseball so that it flies high in the air,"2633,2871"
103725,00083202,n,10,a long and hard-hit fly ball,2871
103726,00083282,n,10,a short high fly ball,2871
103727,00083357,n,10,the act of hitting a baseball along the ground,"2633,2638"
103728,00083527,n,10,a grounder that bounces high in the air,
103729,00083627,n,10,a grounder that rolls along the infield,
103730,00083719,n,10,"a failure to get on base safely in baseball: ""you only get 3 outs per inning""","2633,2871"
103731,00083901,n,10,an out resulting from a fielding play (not a strikeout),2871
103732,00084027,n,10,an out resulting from the batter getting three strikes,2871
103733,00084137,n,10,(in baseball) an out that advances the base runners,2871
103734,00084262,n,10,a sacrifice made by hitting a long fly ball,2871
103735,00084365,n,10,"a successful stroke in an athletic contest (especially in baseball); ""he came all the way around on Williams"" hit""",2871
103736,00084547,n,10,the successful act of striking a baseball in such a way that the batter reaches base safely,"2633,2871"
103737,00084802,n,10,(soccer) the act of hitting the ball with your head,2871
103738,00084906,n,10,"the act of hitting a baseball so that it flies straight out from the batter: ""the batter hit a liner to the shortstop""","2633,2871"
103739,00085108,n,10,a single resulting from a line drive,2871
103740,00085222,n,10,a double resulting from a line drive,2871
103741,00085336,n,10,a triple resulting from a line drive,2871
103742,00085450,n,10,the act of hitting a baseball so that it drops suddenly,"2633,2638"
103743,00085586,n,10,a base hit on which the batter scores a run,2871
103744,00085710,n,10,a home run with no runners on base,2871
103745,00085814,n,10,a base hit on which the batter stops safely at first base,2871
103746,00085942,n,10,"a base hit on which the batter stops safely at second base: "" he hit a double to deep centerfield""",2871
103747,00086151,n,10,a base hit at which the batter stops safely at third base,2871
103748,00086311,n,10,"a sharp slanting blow: ""he gave me a clip on the ear""",
103749,00086415,n,10,"the act of hitting vigorously: ""he gave the table a whack""",
103750,00086554,n,10,a hard blow with a flat object,
103751,00086637,n,10,the act of smacking something,
103752,00086754,n,10,a blow that knocks the opponent off his feet,
103753,00086854,n,10,a blow that renders the opponent unconscious,
103754,00086976,n,10,a knockout declared by the referee who judges one boxer unable to continue,
103755,00087121,n,10,a sharp blow,
103756,00087184,n,10,a slap with the flat of the hand,
103757,00087268,n,10,a quick blow with a whip,
103758,00087361,n,10,(boxing) a blow with the fist,2642
103759,00087553,n,10,"a blow with the hand (usually on the ear); ""I gave him a good box on the ear""",
103760,00087680,n,10,"the act of touching someone suddenly with your finger or elbow: ""she gave me a sharp dig in the ribs""",
103761,00087837,n,10,a return punch,2642
103762,00087928,n,10,a hard punch that renders the opponent unable to continue boxing,2642
