7798,सुविनय,a,ap----a--a,,,,/su.ʋi.nə.jə/,सु-विनय,0
367579,,सुश्लिष्ट,a,ap----a--a,,,,/suɕliʂʈə/,सु-श्लिष्ट,0
367580,,सुश्लिष्टगुण,a,ap----a--a,,,,/suɕliʂʈəguɳə/,सु-श्लिष्ट-गुण,0
367581,,सुश्लिष्टगुणता,n,n-----f--ā,,,,/suɕliʂʈəguɳət̪ɑː/,सु-श्लिष्ट-गुण-ता,0
367582,,सुश्लिष्टसंधि,a,ap----a--i,,,,/suɕliʂʈəsənd̪ʰi/,सु-श्लिष्ट-संधि,0
367583,,सुश्लिष्टसंधि,n,n-----m--i,,,,/suɕliʂʈəsənd̪ʰi/,सु-श्लिष्ट-संधि,0
367584,,सुश्लिष्टसंधिता,n,n-----f--ā,,,,/suɕliʂʈəsənd̪ʰit̪ɑː/,सु-श्लिष्ट-संधि-ता,0
367585,98501,सुश्लोक,a,ap----a--a,,ap----f--ā=>ा,,/suɕloːkə/,सु॔-श्लोक,0
367586,98503,सुश्लोक्य,n,n-----n--a,,,,/suɕloːkjə/,सु-श्लोक्य,0
367587,98502,सुश्लोक्य,a,ap----a--a,,,,/suɕloːkjə/,सु-श्लोक्य,0
367588,,सुशोभमान,a,ap----a--a,,,,/su.ɕoː.bʱə.mɑː.nə/,सु-शोभमान,0
367589,,सुशोभन,a,ap----a--a,,ap----f--ā=>ा,,/su.ɕoː.bʱə.nə/,सु-शोभन,0
367590,,सुशोभित,a,ap----a--a,,,,/su.ɕoː.bʱi.t̪ə/,सु-शोभित,0
367591,98467,सुशोधित,a,ap----a--a,,,,/su.ɕoː.d̪ʰi.t̪ə/,सु-शोधित,0
367592,98465,सुशोक,a,ap----a--a,,,,/su.ɕoː.kə/,सु-शो॔क,0
367593,98468,सुशोफ,a,ap----a--a,,ap----f--ā=>ा,,/su.ɕoː.pʰə/,सु-शोफ,0
367594,98466,सुशोण,a,ap----a--a,,,,/su.ɕoː.ɳə/,सु-शोण,0
367595,98472,सुशोषित,a,ap----a--a,,,,/su.ɕoː.ʂi.t̪ə/,सु-शोषित,0
367596,98475,सुश्रम,n,n-----m--a,,,,/suɕɹəmə/,सु-श्रम,0
367597,98474,सुश्रप,a,ap----a--a,,,,/suɕɹəpə/,सु-श्र॔प,0
367598,98476,सुश्रव,a,ap----a--a,,,,/suɕɹəʋə/,सु-श्रव,0
367599,98478,सुश्रवस्,a,ap----a-sa,,,,/suɕɹəʋəs/,सु-श्र॔वस्,0
367600,98480,सुश्रवस्या,n,n-----f--ā,,,,/suɕɹəʋəsjɑː/,सु-श्रवस्या॔,0
367601,,सुश्रवोमन्त्र,n,n-----m--a,,,,/suɕɹəʋoːmənt̪ɹə/,सु-श्र॔वो-मन्त्र,0
367602,98477,सुश्रवा,n,n-----f--ā,,,,/suɕɹəʋɑː/,सु-श्रवा,0
367603,98496,सुश्रोतु,a,ap----a--u,,,,/suɕɹoːt̪u/,सु-श्रो॔तु,0
367604,98494,सुश्रोणि,a,ap----a--i,,ap----f--ī=>ी,,/suɕɹoːɳi/,सु-श्रोणि,0
367778,106621,सुष्वि,a,ap----a--i,,,,/ˈsuʂ.ʋi/,सु॔ष्वि,0
367605,98493,सुश्रोणा,n,n-----f--ā,,,,/suɕɹoːɳɑː/,सु-श्रोणा,0
367606,98495,सुश्रोणी,n,n-----f--ī,,,,/suɕɹoːɳiː/,सु-श्रोणी,0
367607,98487,सुश्रुत्,n,n-----m--c,,,,/suɕɹut̪/,सु-श्रु॔त्,0
367608,98486,सुश्रुत्,a,ap----a--c,,,,/suɕɹut̪/,सु-श्रु॔त्,0
367610,98490,सुश्रुत,n,n-----n--a,,,,/suɕɹut̪ə/,सु॔-श्रुत,0
367612,98488,सुश्रुत,a,ap----a--a,,,,/suɕɹut̪ə/,सु॔-श्रुत,0
367613,,सुश्रुतपाठशुद्धि,n,n-----f--i,,,,/suɕɹut̪əpɑːʈʰəɕud̪d̪ʰi/,सु॔-श्रुत-पाठ-शुद्धि,0
367614,,सुश्रुतसंहिता,n,n-----f--ā,,,,/suɕɹut̪əsə̃ɦit̪ɑː/,सु॔-श्रुत-संहिता,0
367615,,सुश्रुतसार,n,n-----m--a,,,,/suɕɹut̪əsɑːɹə/,सु॔-श्रुत-सार,0
367616,98491,सुश्रुति,n,n-----f--i,,,,/suɕɹut̪i/,सु-श्रुति,0
367617,98485,सुश्रुण,a,ap----a--a,,,,/suɕɹuɳə/,सु-श्रु॔ण,0
367618,,सुश्रान्त,a,ap----a--a,,,,/suɕɹɑːnt̪ə/,सु-श्रान्त,0
367619,,सुश्रात,a,ap----a--a,,,,/suɕɹɑːt̪ə/,सु-श्रात,0
367620,,सुश्री,a,ap----a--ī,,,,/suɕɹiː/,सु-श्री॔,0
367621,98483,सुश्रीक,a,ap----a--a,,ap----f--ā=>ा,,/suɕɹiːkə/,सु-श्रीक,0
367622,98484,सुश्रीका,n,n-----f--ā,,,,/suɕɹiːkɑː/,सु-श्रीका,0
367623,,सुशुभ,a,ap----a--a,,,,/su.ɕu.bʱə/,सु-शुभ,0
367624,,सुशुद्ध,a,ap----a--a,,,,/su.ˈɕud̪.d̪ʰə/,सु-शुद्ध,0
367625,,सुशुक्ल,a,ap----a--a,,,,/su.ˈɕuk.lə/,सु-शुक्ल,0
367626,98455,सुशुक्वन्,a,ap----a--n,,,,/su.ˈɕuk.ʋən/,सु-शु॔क्वन्,0
367627,98492,सुशुक्वनि,a,ap----a--i,,,,/su.ˈɕuk.ʋə.ni/,सु-शुक्व॔नि,0
367628,98504,सुश्व,a,ap----a--a,,,,/suɕʋə/,सु-श्व,0
367629,98415,सुशाक,n,n-----n--a,,,,/su.ɕɑː.kə/,सु-शाक,0
367630,98414,सुशाक,n,n-----m--a,,,,/su.ɕɑː.kə/,सु-शाक,0
367631,98416,सुशाकक,n,n-----n--a,,,,/su.ɕɑː.kə.kə/,सु-शाकक,0
367632,,सुशान्त,a,ap----a--a,,,,/su.ɕɑːn.t̪ə/,सु-शान्त,0
367633,,सुशान्ति,n,n-----f--i,,,,/su.ɕɑːn.t̪i/,सु-शान्ति,0
367636,98420,सुशान्ति,n,n-----m--i,,,,/su.ɕɑːn.t̪i/,सु-शान्ति,0
367637,98418,सुशान्ता,n,n-----f--ā,,,,/su.ɕɑːn.t̪ɑː/,सु-शान्ता,0
367638,98421,सुशारद,n,n-----m--a,,,,/su.ɕɑː.ɹə.d̪ə/,सु-शारद,0
367639,98422,सुशासन,n,n-----n--a,,,,/su.ɕɑː.sə.nə/,सु-शासन,0
367640,,सुशासित,a,ap----a--a,,ap----f--ā=>ा,,/su.ɕɑː.si.t̪ə/,सु-शासित,0
367641,,सुशास्य,a,ap----a--a,,,,/su.ɕɑːs.jə/,सु-शास्य,0
367642,,सुशीघ्र,a,ap----a--a,,,,/su.ɕiːgʰ.ɹə/,सु-शीघ्र,0
367643,,सुशीघ्रग,a,ap----a--a,,,,/su.ɕiːgʰ.ɹə.gə/,सु-शीघ्र-ग,0
367644,,सुशीघ्रम्,r,rp--------,,,,/su.ɕiːgʰ.ɹəm/,सु-शीघ्रम्,0
367645,98449,सुशील,a,ap----a--a,,,,/su.ɕiː.lə/,सु-शील,0
367646,98452,सुशील,n,n-----n--a,,,,/su.ɕiː.lə/,सु-शील,0
367648,98450,सुशील,n,n-----m--a,,,,/su.ɕiː.lə/,सु-शील,0
367649,,सुशीलगुणवत्,a,ap----a--c,,,,/su.ɕiː.lə.gu.ɳə.ʋət̪/,सु-शील-गुण-वत्,0
367650,,सुशीलत्व,n,n-----n--a,,,,/su.ɕiː.ˈlət̪.ʋə/,सु-शील-त्व,0
367651,,सुशीलता,n,n-----f--ā,,,,/su.ɕiː.lə.t̪ɑː/,सु-शील-ता,0
367652,,सुशीलवत्,n,n-----m--c,,,,/su.ɕiː.lə.ʋət̪/,सु-शील-वत्,0
367653,,सुशीलिन्,a,ap----a--n,,,,/su.ɕiː.lin/,सु-शीलिन्,0
367657,98451,सुशीला,n,n-----f--ā,,,,/su.ɕiː.lɑː/,सु-शीला,0
367658,,सुशीलान्तक,n,n-----m--a,,,,/su.ɕiː.lɑːn.t̪ə.kə/,सु-शीलान्तक,0
367659,98448,सुशीम,a,ap----a--a,,,,/su.ɕiː.mə/,सु-शी॔म,0
367660,,सुशीमकाम,a,ap----a--a,,ap----f--ā=>ा,,/su.ɕiː.mə.kɑː.mə/,सु-शी॔म-काम,0
367661,98443,सुशीत,n,n-----m--a,,,,/su.ɕiː.t̪ə/,सु-शीत,0
367663,98442,सुशीत,a,ap----a--a,,,,/su.ɕiː.t̪ə/,सु-शीत,0
367664,98445,सुशीत,n,n-----n--a,,,,/su.ɕiː.t̪ə/,सु-शीत,0
367666,98446,सुशीतल,a,ap----a--a,,,,/su.ɕiː.t̪ə.lə/,सु-शीतल,0
367667,98447,सुशीतल,n,n-----n--a,,,,/su.ɕiː.t̪ə.lə/,सु-शीतल,0
367669,98444,सुशीता,n,n-----f--ā,,,,/su.ɕiː.t̪ɑː/,सु-शीता,0
367670,98453,सुशीविका,n,n-----f--ā,,,,/su.ɕiː.ʋi.kɑː/,सु-शीविका,0
367671,98458,सुशूलिनीदण्डक,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=सुशूलिनीदण्डक",/su.ɕuː.li.niː.ˈd̪əɳ.ɖə.kə/,सु-शूलिनी-दण्डक,0
367672,,सुशृत,a,ap----a--a,,,,/su.ɕɹ̩.t̪ə/,सु-शृत,0
367673,,सुशृङ्ग,a,ap----a--a,,,,/su.ɕɹ̩ŋ.gə/,सु-शृङ्ग,0
367674,,सुशृङ्गार,a,ap----a--a,,,,/su.ɕɹ̩ŋ.gɑː.ɹə/,सु-शृङ्गार,0
367675,106655,सुऊति,n,n-----f--i,,,,/ˈsuuː.t̪i/,सु॔-ऊति॔,0
367676,107281,सुडशब्दनृत्य,n,n-----n--a,,,,/su.ɖə.ˈɕəb.d̪ə.ˈnɹ̩t̪.jə/,सुड-शब्द-नृत्य,0
367677,107282,सुडीनक,n,n-----n--a,,,,/su.ɖiː.nə.kə/,सु-डीनक,0
367678,98510,सुषद्,a,ap----a--c,,,,/su.ʂəd̪/,सु-ष॔द्,0
367679,98511,सुषद,a,ap----a--a,,ap----f--ā=>ा,,/su.ʂə.d̪ə/,सु-ष॔द,0
367680,98512,सुषद्मन्,n,n-----m--n,,,,/su.ˈʂəd̪.mən/,सु-षद्मन्,0
367681,98521,सुषह,a,ap----a--a,,,,/su.ʂə.ɦə/,सु-ष॔ह,0
367682,98507,सुषखि,a,ap----a--i,,,,/su.ʂə.kʰi/,सु-षखि॔,0
367683,98516,सुषम,n,n-----n--a,,,,/su.ʂə.mə/,सु-ष॔म,0
367684,98514,सुषम,a,ap----a--a,,,,/su.ʂə.mə/,सु-षम,0
367685,,सुषमदुह्षमा,n,n-----f--ā,,,,/su.ʂə.mə.ˈd̪uh.ʂə.mɑː/,सु-षम-दुःषमा,0
367686,98517,सुषमिद्ध,a,ap----a--a,,,,/su.ʂə.ˈmid̪.d̪ʰə/,सु-षमिद्ध,0
367687,98518,सुषमिध्,n,n-----f--c,,,,/su.ʂə.mid̪ʰ/,सु-षमि॔ध्,0
367688,98519,सुषमिध्,a,ap----a--c,,,,/su.ʂə.mid̪ʰ/,सु-षमि॔ध्,0
367690,98515,सुषमा,n,n-----f--ā,,,,/su.ʂə.mɑː/,सु-षमा,0
367694,,सुषमी,n,n-----f--ī,,,,/su.ʂə.miː/,सु-षमी,0
367695,98520,सुषव्य,a,ap----a--a,,,,/su.ˈʂəʋ.jə/,सु-षव्य॔,0
367696,98563,सुषवी,n,n-----f--ī,,,,/su.ʂə.ʋiː/,सुषवी,0
367697,98513,सुषंधि,n,n-----m--i,,,,/su.ʂən.d̪ʰi/,सु-षंधि,0
367698,98506,सुषंसद्,a,ap----a--c,,,,/su.ˈʂə̃.səd̪/,सु-षंसद्,0
367699,98508,सुषण,a,ap----a--a,,,,/su.ʂə.ɳə/,सु-ष॔ण,0
367700,98509,सुषणन,a,ap----a--a,,,,/su.ʂə.ɳə.nə/,सु-षणन॔,0
367701,98547,सुषेचन,a,ap----a--a,,,,/su.ʂeː.t͡ɕə.nə/,सु-षेचन॔,0
367702,,सुषेध,a,ap----a--a,,,,/su.ʂeː.d̪ʰə/,सु-षेध,0
367703,98546,सुषेक,a,ap----a--a,,,,/su.ʂeː.kə/,सु-षे॔क,0
367705,98548,सुषेण,a,ap----a--a,,,,/su.ʂeː.ɳə/,सु-षे॔ण,0
367719,98549,सुषेण,n,n-----m--a,,,,/su.ʂeː.ɳə/,सु-षे॔ण,0
367725,98552,सुषेणिका,n,n-----f--ā,,,,/su.ʂeː.ɳi.kɑː/,सु-षेणिका,0
367726,98550,सुषेणा,n,n-----f--ā,,,,/su.ʂeː.ɳɑː/,सु-षे॔णा,0
367727,98551,सुषेणी,n,n-----f--ī,,,,/su.ʂeː.ɳiː/,सु-षे॔णी,0
367728,98566,सुषि,n,n-----m--i,,,,/su.ʂi/,सुषि,0
367730,98577,सुषिक,n,n-----m--a,,,,/su.ʂi.kə/,सुषिक,0
367731,98578,सुषिक,a,ap----a--a,,,,/su.ʂi.kə/,सुषिक,0
367732,98528,सुषिक्त,a,ap----a--a,,,,/su.ˈʂik.t̪ə/,सु-षिक्त,0
367733,98579,सुषिलीका,n,n-----f--ā,,,,/su.ʂi.liː.kɑː/,सुषिली॔का,0
367734,,सुषिम,n,n-----m--a,,,,/su.ʂi.mə/,सुषिम,0
367735,,सुषिम,a,ap----a--a,,,,/su.ʂi.mə/,सुषिम,0
367736,98567,सुषिनन्दि,n,n-----m--i,,,,/su.ʂi.nən.d̪i/,सुषि-नन्दि,0
367738,98569,सुषिर,n,n-----m--a,,,,/su.ʂi.ɹə/,सुषिर,0
367742,98571,सुषिर,n,n-----n--a,,,,/su.ʂi.ɹə/,सुषिर,0
367744,98568,सुषिर,a,ap----a--a,,ap----f--ā=>ा,,/su.ʂi.ɹə/,सुषिर,0
367745,98572,सुषिरच्छेद,n,n-----m--a,,,,/su.ʂi.ˈɹət͡ɕ.t͡ɕʰeː.d̪ə/,सुषिर-च्छेद,0
367746,98574,सुषिरत्व,n,n-----n--a,,,,/su.ʂi.ˈɹət̪.ʋə/,सुषिर-त्व,0
367747,,सुषिरता,n,n-----f--ā,,,,/su.ʂi.ɹə.t̪ɑː/,सुषिर-ता,0
367748,98575,सुषिरवत्,a,ap----a--c,,,,/su.ʂi.ɹə.ʋət̪/,सुषिर-वत्,0
367749,98576,सुषिरविवर,n,n-----m--a,,,,/su.ʂi.ɹə.ʋi.ʋə.ɹə/,सुषिर-विवर,0
367750,,सुषिरविवरिन्,a,ap----a--n,,,,/su.ʂi.ɹə.ʋi.ʋə.ɹin/,सुषिर-विवरिन्,0
367751,98570,सुषिरा,n,n-----f--ā,,,,/su.ʂi.ɹɑː/,सुषिरा,0
367753,,सुषित,a,ap----a--a,,,,/su.ʂi.t̪ə/,सु-षित,0
367754,98582,सुष्कन्त,n,n-----m--a,,,,/ˈsuʂ.kən.t̪ə/,सुष्कन्त,0
367755,98588,सुष्म,n,n-----n--a,,,,/ˈsuʂ.mə/,सुष्म,0
367756,98554,सुषोम,n,n-----m--a,,,,/su.ʂoːmə/,सु-षो॔म,0
367757,98555,सुषोमा,n,n-----f--ā,,,,/su.ʂoːmɑː/,सु-षो॔मा,0
367759,98538,सुषुमत्,a,ap----a--c,,,,/su.ʂu.mət̪/,सु-षुम॔त्,0
367760,98540,सुषुम्न,a,ap----a--a,,ap----f--ā=>ा,,/su.ʂum.nə/,सु-षुम्न॔,0
367761,98541,सुषुम्न,n,n-----m--a,,,,/su.ʂum.nə/,सु-षुम्न॔,0
367762,98542,सुषुम्ना,n,n-----f--ā,,,,/su.ʂum.nɑː/,सु-षुम्ना॔,0
367763,98539,सुषुम्ण,a,ap----a--a,,ap----f--ā=>ा,,/su.ʂum.ɳə/,सु-षुम्ण॔,0
367764,,सुषुम्ण,n,n-----m--a,,,,/su.ʂum.ɳə/,सु-षुम्ण॔,0
367765,163228,सुषुम्णा,n,n-----f--ā,,,,/su.ʂum.ɳɑː/,सु-षुम्णा॔,0
367766,98581,सुषुप्स,a,ap----a--a,,,,/su.ˈʂup.sə/,सुषुप्स,0
367767,98580,सुषुप्सा,n,n-----f--ā,,,,/su.ˈʂup.sɑː/,सुषुप्सा,0
367768,98536,सुषुप्त,n,n-----n--a,,,,/su.ˈʂup.t̪ə/,सु॔-षुप्त,0
367769,98535,सुषुप्त,a,ap----a--a,,,,/su.ˈʂup.t̪ə/,सु॔-षुप्त,0
367770,98537,सुषुप्ति,n,n-----f--i,,,,/su.ˈʂup.t̪i/,सु-षुप्ति,0
367771,,सुषुप्तिवत्,r,rp--------,,,,/su.ˈʂup.t̪i.ʋət̪/,सु-षुप्ति-वत्,0
367772,119690,सुषुप्वस्,a,ap----a-sa,,,,/su.ˈʂup.ʋəs/,सुषुप्व॔स्,0
367773,119689,सुषुपाण,a,ap----a--a,,,,/su.ʂu.pɑː.ɳə/,सुषुपाण॔,0
367774,98532,सुषुत्,a,ap----a--c,,,,/su.ʂut̪/,सु-षु॔त्,0
367775,98533,सुषुत,a,ap----a--a,,,,/su.ʂu.t̪ə/,सु-षुत,0
367776,98534,सुषुति,n,n-----f--i,,,,/su.ʂu.t̪i/,सु-षुति,0
367782,98524,सुषामन्,n,n-----n--n,,,,/su.ʂɑː.mən/,सु-षाम॔न्,0
367783,98526,सुषामन्,a,ap----a--n,,ap----f--ī=>म्णी,,/su.ʂɑː.mən/,सु-षाम॔न्,0
367784,98525,सुषामन्,n,n-----m--n,,,,/su.ʂɑː.mən/,सु-षा॔मन्,0
367785,98527,सुषारथि,n,n-----m--i,,,,/su.ʂɑː.ɹə.t̪ʰi/,सु-षारथि॔,0
367786,98523,सुषाढ,n,n-----m--a,,,,/su.ʂɑː.ɖʰə/,सु-षाढ,0
367788,98531,सुषीम,n,n-----m--a,,,,/su.ʂiː.mə/,सु-षीम,0
367789,98530,सुषीम,a,ap----a--a,,,,/su.ʂiː.mə/,सु-षीम,0
367790,,सुषीम,n,n-----n--a,,,,/su.ʂiː.mə/,सु-षीम॔,0
367791,,सुषू,a,ap----a--ū,,,,/su.ʂuː/,सु-षू॔,0
367793,98545,सुषूमा,n,n-----f--ā,,,,/su.ʂuː.mɑː/,सु-षू॔मा,0
367794,98543,सुषूत,a,ap----a--a,,,,/su.ʂuː.t̪ə/,सु-षूत,0
367795,,सुषूति,n,n-----f--i,,,,/su.ʂuː.t̪i/,सु-षूति,0
367797,98556,सुष्टरीमन्,a,ap----a--n,,,,/ˈsuʂ.ʈə.ɹiː.mən/,सु-ष्ट॔रीमन्,0
367798,98583,सुष्ठु,r,rp--------,,,,/ˈsuʂ.ʈʰu/,सुष्ठु॔,0
367799,98586,सुष्ठुद्वार,a,ap----a--a,,,,/ˈsuʂ.ˈʈʰud̪.ʋɑː.ɹə/,सुष्ठु॔-द्वार,0
367800,98584,सुष्ठुतरम्,r,rp--------,,,,/ˈsuʂ.ʈʰu.t̪ə.ɹəm/,सुष्ठु॔-तरम्,0
367801,98585,सुष्ठुता,n,n-----f--ā,,,,/ˈsuʂ.ʈʰu.t̪ɑː/,सुष्ठु॔-ता,0
367802,98587,सुष्ठुवह्,a,ap----a--c,,,,/ˈsuʂ.ʈʰu.ʋəɦ/,सुष्ठु॔-व॔ह्,0
367803,98562,सुष्ठामन्,a,ap----a--n,,,,/ˈsuʂ.ʈʰɑː.mən/,सु-ष्ठा॔मन्,0
367804,98561,सुष्ठान,a,ap----a--a,,ap----f--ā=>ा,,/ˈsuʂ.ʈʰɑː.nə/,सु-ष्ठान॔,0
367805,98557,सुष्टु,a,ap----a--u,,,,/ˈsuʂ.ʈu/,सु-ष्टु॔,0
367806,219404,सुष्टुभ्,n,n-----f--c,,,,/ˈsuʂ.ʈubʱ/,सु-ष्टु॔भ्,0
367807,98560,सुष्टुभ्,a,ap----a--c,,,,/ˈsuʂ.ʈubʱ/,सु-ष्टु॔भ्,0
367808,98558,सुष्टुत,a,ap----a--a,,,,/ˈsuʂ.ʈu.t̪ə/,सु॔-ष्टुत,0
367809,98559,सुष्टुति,n,n-----f--i,,,,/ˈsuʂ.ʈu.t̪i/,सु-ष्टुति॔,0
367810,107280,सुटङ्क,a,ap----a--a,,,,/su.ʈəŋ.kə/,सु-टङ्क,0
367811,,सुट्ट्,v,v----a--0-,,,,/suʈʈ/,सुट्ट्,0
367813,114359,स्व,n,n-----n--a,,,n-----f--ā=स्वआ,/s.ʋə/,स्व॔,0
367816,114357,स्व,n,n-----m--a,,,,/s.ʋə/,स्व॔,0
367820,,स्वबलाश्रय,a,ap----a--a,,,,/sʋəbəlɑːɕɹəjə/,स्व॔-बलाश्रय,0
367821,,स्वबन्धु,n,n-----m--u,,,,/s.ʋə.bən.d̪ʰu/,स्व॔-बन्धु,0
367822,,स्वबन्धुपद्धति,n,n-----f--i,,,,/s.ʋə.bən.d̪ʰu.ˈpəd̪.d̪ʰə.t̪i/,स्व॔-बन्धु-पद्धति,0
367823,119758,स्वब्दिन्,a,ap----a--n,,,,/s.ˈʋəb.d̪in/,स्वब्दिन्,0
367824,114494,स्वभद्रा,n,n-----f--ā,,,,/s.ʋə.ˈbʱəd̪.ɹɑː/,स्व॔-भद्रा,0
367825,114492,स्वभक्ष,a,ap----a--a,,,,/s.ʋə.ˈbʱək.ʂə/,स्व॔-भक्ष,0
367826,114495,स्वभवस्,a,ap----a-sa,,,,/s.ʋə.bʱə.ʋəs/,स्व॔-भवस्,0
367827,,स्वभट,n,n-----m--a,,,,/s.ʋə.bʱə.ʈə/,स्व॔-भट,0
367828,119759,स्वभिगूर्त,a,ap----a--a,,,,/s.ʋə.bʱi.guːɹ.t̪ə/,स्व्-अ॔भिगूर्त,0
367829,119760,स्वभिराम,a,ap----a--a,,,,/s.ʋə.bʱi.ɹɑː.mə/,स्व्-अभिराम,0
367830,119761,स्वभिष्टि,a,ap----a--i,,,,/s.ʋə.ˈbʱiʂ.ʈi/,स्व्-अभिष्टि॔,0
367831,,स्वभिष्टिसुम्न,a,ap----a--a,,,,/s.ʋə.ˈbʱiʂ.ʈi.sum.nə/,स्व्-अभिष्टि॔-सुम्न,0
367832,119765,स्वभ्यग्र,a,ap----a--a,,,,/s.ˈʋəbʱ.ˈjəg.ɹə/,स्व्-अभ्यग्र,0
367833,,स्वभ्यक्त,a,ap----a--a,,,,/s.ˈʋəbʱ.ˈjək.t̪ə/,स्व्-अ॔भ्यक्त,0
367834,114503,स्वभ्यस,a,ap----a--a,,,,/s.ˈʋəbʱ.jə.sə/,स्व॔-भ्यस॔,0
367835,,स्वभ्यस्त,a,ap----a--a,,,,/s.ˈʋəbʱ.ˈjəs.t̪ə/,स्व्-अभ्यस्त,0
367836,,स्वभानु,a,ap----a--u,,,,/s.ʋə.bʱɑː.nu/,स्व॔-भानु,0
367837,114497,स्वभाव,n,n-----m--a,,,n-----f--ā=स्वभावआ,/s.ʋə.bʱɑː.ʋə/,स्व॔-भाव,0
367838,,स्वभावभाव,n,n-----m--a,,,,/s.ʋə.bʱɑː.ʋə.bʱɑː.ʋə/,स्व॔-भाव-भाव,0
367839,,स्वभावदौर्जन्य,n,n-----n--a,,,,/s.ʋə.bʱɑː.ʋə.ˈd̪əौɹ.d͡ʑən.jə/,स्व॔-भाव-दौर्जन्य,0
