7,अयुताध्यापक,n,n-----m--a,,,,/ə.ju.t̪ɑːd̪ʰ.jɑː.pə.kə/,अयुताध्यापक,0
224790,,अशिशु,n,n-----n--u,,,n-----f--u=अशिशुअशिशु n-----f--ī=अशिशुअशिश्वी,/əɕi.ɕu/,अ॔-शिशु,0
224791,59964,अशिश्विका,n,n-----f--ā,,,,/əɕiɕʋikɑː/,अशिश्विका,0
224792,59968,अशिष्य,a,ap----a--a,,,,/ˈəɕiʂ.jə/,अ-शिष्य,0
224793,,अशिष्यवृत्ति,a,ap----a--i,,,,/ˈəɕiʂ.jə.ˈʋɹ̩t̪.t̪i/,अशिष्य-वृत्ति,0
224794,59969,अशिष्ट,a,ap----a--a,,,,/ˈəɕiʂ.ʈə/,अ॔-शिष्ट,0
224795,59969,अशिष्ट,a,ap----a--a,,,,/ˈəɕiʂ.ʈə/,अ-शिष्ट,0
224796,59967,अशिष्टत्व,n,n-----n--a,,,,/ˈəɕiʂ.ˈʈət̪.ʋə/,अ-शिष्ट-त्व,0
224797,59966,अशिष्टता,n,n-----f--ā,,,,/ˈəɕiʂ.ʈə.t̪ɑː/,अ-शिष्ट-ता,0
224798,59876,अशिष्ठ,a,ap----a--a,,,,/ˈəɕiʂ.ʈʰə/,अ॔शिष्ठ,0
224799,60197,अश्लेषा,n,n-----f--ā,,,,/əɕ.leː.ʂɑː/,अ-श्लेषा,0
224800,60198,अश्लेषाभव,n,n-----m--a,,,,/əɕ.leː.ʂɑː.bʱə.ʋə/,अ-श्लेषा-भव,0
224801,218605,अश्लेषाभू,n,n-----m--ū,,,,/əɕ.leː.ʂɑː.bʱuː/,अ-श्लेषा-भू,0
224802,,अश्लेषाविधि,n,n-----m--i,,,,/əɕ.leː.ʂɑː.ʋi.d̪ʰi/,अ-श्लेषा-विधि,0
224803,,अश्लिष्ट,a,ap----a--a,,,,/əɕ.ˈliʂ.ʈə/,अ-श्लिष्ट,0
224804,,अश्लिष्टार्थ,a,ap----a--a,,,,/əɕ.ˈliʂ.ʈɑːɹ.t̪ʰə/,अ-श्लिष्-टार्थ,0
224805,60199,अश्लोण,a,ap----a--a,,ap----f--ā=>ा,,/əɕ.loː.ɳə/,अ॔-श्लोण,0
224806,60196,अश्लाघ्य,a,ap----a--a,,,,/əɕ.lɑːgʰ.jə/,अ-श्लाघ्य,0
224807,60195,अश्लाघा,n,n-----f--ā,,,,/əɕ.lɑː.gʰɑː/,अ-श्लाघा,0
224808,60157,अश्लीक,a,ap----a--a,,,,/əɕ.liː.kə/,अ-श्लीक,0
224809,60159,अश्लील,n,n-----n--a,,,,/əɕ.liː.lə/,अ-श्लील॔,0
224810,60158,अश्लील,a,ap----a--a,,,,/əɕ.liː.lə/,अ-श्लील॔,0
224811,60162,अश्लीलदृढरूपा,n,n-----f--ā,,,,/əɕ.liː.lə.d̪ɹ̩.ɖʰə.ɹuː.pɑː/,अ-श्लील॔-दृढ-रूपा,0
224812,,अश्लीलपरिवाद,n,n-----m--a,,,,/əɕ.liː.lə.pə.ɹi.ʋɑː.d̪ə/,अ-श्लील॔-परिवाद,0
224813,60161,अश्लीलत्व,n,n-----n--a,,,,/əɕ.liː.ˈlət̪.ʋə/,अ-श्लील॔-त्व,0
224814,60160,अश्लीलता,n,n-----f--ā,,,,/əɕ.liː.lə.t̪ɑː/,अ-श्लील॔-ता,0
224815,60101,अश्मभेद,n,n-----m--a,,,,/əɕ.mə.bʱeː.d̪ə/,अश्म-भेद,0
224816,60102,अश्मभेदक,n,n-----m--a,,,,/əɕ.mə.bʱeː.d̪ə.kə/,अश्म-भेदक,0
224817,60100,अश्मभिद्,n,n-----m--c,,,,/əɕ.mə.bʱid̪/,अश्म-भिद्,0
224818,60099,अश्मभाल,n,n-----n--a,,,,/əɕ.mə.bʱɑː.lə/,अश्म-भाल,0
224819,60089,अश्मचक्र,a,ap----a--a,,,,/əɕ.mə.ˈt͡ɕək.ɹə/,अश्म-चक्र,0
224820,60090,अश्मचित,a,ap----a--a,,,,/əɕ.mə.t͡ɕi.t̪ə/,अश्म-चित,0
225414,1802,अंहस्,n,n-----n-sa,,,,/ə̃.ɦəs/,अ॔ंहस्,0
224821,,अश्मचूर्ण,n,n-----n--a,,,,/əɕ.mə.t͡ɕuːɹ.ɳə/,अश्म-चूर्ण,0
224822,,अश्मदिद्यु,a,ap----a--u,,,,/əɕ.mə.ˈd̪id̪.ju/,अश्म-दिद्यु,0
224823,60094,अश्मदारण,n,n-----m--a,,,,/əɕ.mə.d̪ɑː.ɹə.ɳə/,अश्म-दारण,0
224824,60085,अश्मगन्धा,n,n-----f--ā,,,,/əɕ.mə.gən.d̪ʰɑː/,अश्म-गन्धा,0
224825,60086,अश्मगर्भ,n,n-----n--a,,,,/əɕ.mə.ˈgəɹ.bʱə/,अश्म-गर्भ,0
224826,60087,अश्मगर्भज,n,n-----n--a,,,,/əɕ.mə.ˈgəɹ.bʱə.d͡ʑə/,अश्म-गर्भ-ज,0
224827,,अश्मगर्भमय,a,ap----a--a,,ap----f--ī=>ी,,/əɕ.mə.ˈgəɹ.bʱə.mə.jə/,अश्म-गर्भ-मय,0
224828,60088,अश्मघ्न,n,n-----m--a,,,,/əɕ.ˈməgʰ.nə/,अश्म-घ्न,0
224829,60114,अश्महन्मन्,n,n-----n--n,,,,/əɕ.mə.ɦən.mən/,अश्म-हन्मन्,0
224830,60091,अश्मज,n,n-----n--a,,,,/əɕ.mə.d͡ʑə/,अश्म-ज,0
224831,60092,अश्मजतु,n,n-----n--u,,,,/əɕ.mə.d͡ʑə.t̪u/,अश्म-जतु,0
224832,60075,अश्मक,n,n-----m--a,,,,/əɕ.mə.kə/,अश्मक,0
224833,60081,अश्मकदली,n,n-----f--ī,,,,/əɕ.mə.kə.d̪ə.liː/,अश्म-कदली,0
224834,60077,अश्मकसुमन्तु,n,n-----m--u,,,,/əɕ.mə.kə.su.mən.t̪u/,अश्मक-सुमन्तु,0
224835,60084,अश्मकेतु,n,n-----m--u,,,,/əɕ.mə.keː.t̪u/,अश्म-केतु,0
224836,,अश्मकुट्ट,a,ap----a--a,,,,/əɕ.mə.ˈkuʈ.ʈə/,अश्म-कुट्ट,0
224837,60083,अश्मकुट्टक,a,ap----a--a,,,,/əɕ.mə.ˈkuʈ.ʈə.kə/,अश्म-कुट्टक,0
224838,60076,अश्मकी,n,n-----f--ī,,,,/əɕ.mə.kiː/,अश्मकी,0
224839,,अश्मलोष्ट्रन्याय,n,n-----m--a,,,,/əɕ.mə.loːʂ.ʈɹən.jɑː.jə/,अश्म-लोष्ट्र-न्याय,0
224840,,अश्ममय,a,ap----a--a,,ap----f--ī=>ी,,/əɕ.mə.mə.jə/,अश्म-म॔य,0
224841,60104,अश्ममूर्धन्,a,ap----a--n,,,,/əɕ.mə.muːɹ.d̪ʰən/,अश्म-मूर्धन्,0
224842,60073,अश्मन्,n,n-----m--n,,,,/əɕ.mən/,अश्मन्,0
224843,60073,अश्मन्,n,n-----m--n,,,,/əɕ.mən/,अ॔श्मन्,0
224844,60096,अश्मनगर,n,n-----n--a,,,,/əɕ.mə.nə.gə.ɹə/,अश्म-नगर,0
224845,60079,अश्मन्मय,a,ap----a--a,,ap----f--ī=>ी,,/əɕ.mən.mə.jə/,अ॔श्मन्-म॔य,0
224846,60129,अश्मन्त,n,n-----n--a,,,,/əɕ.mən.t̪ə/,अ-श्मन्त,0
224847,60129,अश्मन्त,n,n-----n--a,,,,/əɕ.mən.t̪ə/,अश्मन्त,0
224850,60128,अश्मन्त,a,ap----a--a,,,,/əɕ.mən.t̪ə/,अ-श्मन्त,0
224851,60120,अश्मन्त,n,n-----m--a,,,,/əɕ.mən.t̪ə/,अश्मन्त,0
224852,60121,अश्मन्तक,n,n-----n--a,,,,/əɕ.mən.t̪ə.kə/,अश्मन्तक,0
224853,60122,अश्मन्तक,n,n-----m--a,,,,/əɕ.mən.t̪ə.kə/,अश्मन्तक,0
224854,60080,अश्मन्वत्,a,ap----a--c,,,,/əɕ.mən.ʋət̪/,अ॔श्मन्-वत्,0
224855,,अश्मप्लव,n,n-----m--a,,,,/əɕ.ˈməp.lə.ʋə/,अश्म-प्लव,0
224856,60097,अश्मपुरा,n,n-----f--ā,,,,/əɕ.mə.pu.ɹɑː/,अश्म-पुरा॔,0
224857,60098,अश्मपुष्प,n,n-----n--a,,,,/əɕ.mə.ˈpuʂ.pə/,अश्म-पुष्प,0
224858,60123,अश्मरी,n,n-----f--ī,,,,/əɕ.mə.ɹiː/,अश्मरी,0
224859,60124,अश्मरीघ्न,n,n-----m--a,,,,/əɕ.mə.ɹiːgʰ.nə/,अश्मरी-घ्न,0
224860,60126,अश्मरीहर,n,n-----m--a,,,,/əɕ.mə.ɹiː.ɦə.ɹə/,अश्मरी-हर,0
224861,60111,अश्मसार,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=अश्मसार",/əɕ.mə.sɑː.ɹə/,अश्म-सार,0
224863,,अश्मसारमय,a,ap----a--a,,,,/əɕ.mə.sɑː.ɹə.mə.jə/,अश्म-सार-मय,0
224864,60113,अश्मसारिन्,n,n-----m--n,,,,/əɕ.mə.sɑː.ɹin/,अश्म-सारिन्,0
224865,60093,अश्मता,n,n-----f--ā,,,,/əɕ.mə.t̪ɑː/,अश्म-ता,0
224866,,अश्मवर्मन्,n,n-----n--n,,,,/əɕ.mə.ˈʋəɹ.mən/,अश्म-वर्म॔न्,0
224867,,अश्मवर्ष,n,n-----n--a,,,,/əɕ.mə.ˈʋəɹ.ʂə/,अश्म-वर्ष,0
224868,,अश्मवर्षवत्,a,ap----a--c,,,,/əɕ.mə.ˈʋəɹ.ʂə.ʋət̪/,अश्म-वर्षवत्,0
224869,60106,अश्मवत्,a,ap----a--c,,,,/əɕ.mə.ʋət̪/,अश्म-वत्,0
224870,,अश्मव्रज,a,ap----a--a,,,,/əɕ.ˈməʋ.ɹə.d͡ʑə/,अश्म-व्रज,0
224871,,अश्मवृष्टि,n,n-----f--i,,,,/əɕ.mə.ˈʋɹ̩ʂ.ʈi/,अश्म-वृष्टि,0
224872,60105,अश्मयोनि,n,n-----m--i,,,,/əɕ.mə.joː.ni/,अश्म-योनि,0
224873,,अश्मयु,n,n-----m--u,,,,/əɕ.mə.ju/,अश्मयु,0
224874,,अश्मश्रु,a,ap----a--u,,,,/əɕməɕɹu/,अ-श्मश्रु,0
224875,,अश्मशानचित्,a,ap----a--c,,,,/əɕ.mə.ɕɑː.nə.t͡ɕit̪/,अ-श्मशान-चि॔त्,0
224876,60118,अश्मोत्थ,n,n-----n--a,,,,/əɕ.moːt̪.t̪ʰə/,अश्मोत्थ,0
224877,60127,अश्मान्तक,n,n-----m--a,,,,/əɕ.mɑːn.t̪ə.kə/,अश्मान्तक,0
224878,60115,अश्मापिधान,a,ap----a--a,,,,/əɕ.mɑː.pi.d̪ʰɑː.nə/,अश्मापिधान,0
224879,60116,अश्मार्म,n,n-----n--a,,,,/əɕ.mɑːɹ.mə/,अश्मार्म,0
224880,60117,अश्मास्य,a,ap----a--a,,,,/əɕ.mɑːs.jə/,अ॔श्मास्य,0
224881,60069,अश्न,a,ap----a--a,,,,/əɕ.nə/,अ॔श्न,0
224882,60074,अश्न,n,n-----m--a,,,,/əɕ.nə/,अश्न,0
224883,60074,अश्न,n,n-----m--a,,,,/əɕ.nə/,अ॔श्न,0
224884,,अश्नत्,a,ap----a--c,,,,/əɕ.nət̪/,अश्न॔त्,0
224885,60070,अश्नि,a,ap----a--i,,,,/əɕ.ni/,अश्नि,0
224886,60071,अश्न्युष्णि,a,ap----a--i,,,,/əɕ.ˈnjuʂ.ɳi/,अ॔श्न्य्-उष्णि,0
224887,60072,अश्नीतपिबता,n,n-----f--ā,,,,/əɕ.niː.t̪ə.pi.bə.t̪ɑː/,अश्नीत-पिबता,0
224889,,अशोभमान,n,n-----m--a,,,,/əɕoː.bʱə.mɑː.nə/,अ-शोभमान,0
224890,171431,अशोभन,a,ap----a--a,,,,/əɕoː.bʱə.nə/,अ-शोभन,0
224891,60058,अशोच,a,ap----a--a,,,,/əɕoː.t͡ɕə/,अ-शोच,0
224892,60059,अशोचनीय,a,ap----a--a,,,,/əɕoː.t͡ɕə.niː.jə/,अ-शोचनीय,0
224893,60060,अशोच्य,a,ap----a--a,,,,/əɕoːt͡ɕ.jə/,अ-शोच्य,0
224894,,अशोच्य,n,n-----n--a,,,,/əɕoːt͡ɕ.jə/,अ-शोच्य,0
224895,60063,अशोच्यत्व,n,n-----n--a,,,,/əɕoːt͡ɕ.ˈjət̪.ʋə/,अ-शोच्य-त्व,0
224896,60062,अशोच्यता,n,n-----f--ā,,,,/əɕoːt͡ɕ.jə.t̪ɑː/,अ-शोच्य-ता,0
224897,60001,अशोधित,a,ap----a--a,,,,/əɕoː.d̪ʰi.t̪ə/,अ-शोधित,0
224898,60038,अशोक,n,n-----n--a,,,,/əɕoː.kə/,अ-शोक,0
224899,60035,अशोक,a,ap----a--a,,ap----f--ā=>ा,,/əɕoː.kə/,अ-शोक,0
224900,60036,अशोक,n,n-----m--a,,,,/əɕoː.kə/,अ-शोक,0
224904,60035,अशोक,a,ap----a--a,,,,/əɕoː.kə/,अ॔-शोक,0
224905,,अशोकभाण्ड,n,n-----n--a,,,,/əɕoː.kə.bʱɑːɳ.ɖə/,अ-शोक-भाण्ड,0
224906,,अशोकभाण्डक,n,n-----n--a,,,,/əɕoː.kə.bʱɑːɳ.ɖə.kə/,अ-शोक-भाण्डक,0
224907,60044,अशोकदत्त,n,n-----m--a,,,,/əɕoː.kə.ˈd̪ət̪.t̪ə/,अ-शोक-दत्त,0
224908,60045,अशोकद्वादशी,n,n-----f--ī,,,,/əɕoː.ˈkəd̪.ʋɑː.d̪ə.ɕiː/,अ-शोक-द्वादशी,0
224909,60039,अशोककर,n,n-----m--a,,,,/əɕoː.kə.kə.ɹə/,अ-शोक-कर,0
224910,60040,अशोककरी,n,n-----f--ī,,,,/əɕoː.kə.kə.ɹiː/,अ-शोक-करी,0
224911,,अशोकमल्ल,n,n-----m--a,,,,/əɕoː.kə.ˈməl.lə/,अ-शोक-मल्ल,0
224912,60047,अशोकमञ्जरी,n,n-----f--ī,,,,/əɕoː.kə.məɲ.d͡ʑə.ɹiː/,अ-शोक-मञ्जरी,0
224913,60048,अशोकमाला,n,n-----f--ā,,,,/əɕoː.kə.mɑː.lɑː/,अ-शोक-माला,0
224914,60046,अशोकपूर्णिमा,n,n-----f--ā,,,,/əɕoː.kə.puːɹ.ɳi.mɑː/,अ-शोक-पूर्णिमा,0
224915,60049,अशोकरोहिणी,n,n-----f--ī,,,,/əɕoː.kə.ɹoː.ɦi.ɳiː/,अ-शोक-रोहिणी,0
224916,60041,अशोकतरु,n,n-----m--u,,,,/əɕoː.kə.t̪ə.ɹu/,अ-शोक-तरु,0
224917,60043,अशोकत्रिरात्र,n,n-----m--a,,,,/əɕoː.ˈkət̪.ɹi.ɹɑːt̪.ɹə/,अ-शोक-त्रिरात्र,0
224918,60042,अशोकतीर्थ,n,n-----n--a,,,,/əɕoː.kə.t̪iːɹ.t̪ʰə/,अ-शोक-तीर्थ,0
224919,,अशोकवनिक,n,n-----n--a,,,,/əɕoː.kə.ʋə.ni.kə/,अशोक-वनिक,0
224920,,अशोकवनिका,n,n-----f--ā,,,,/əɕoː.kə.ʋə.ni.kɑː/,अ-शोक-वनिका,0
224921,,अशोकवनिकान्याय,n,n-----m--a,,,,/əɕoː.kə.ʋə.ni.kɑːn.jɑː.jə/,अ-शोक-वनिका-न्याय,0
224922,60051,अशोकवर्धन,n,n-----m--a,,,,/əɕoː.kə.ˈʋəɹ.d̪ʰə.nə/,अ-शोक-वर्धन,0
224923,,अशोकवेग,n,n-----m--a,,,,/əɕoː.kə.ʋeː.gə/,अ-शोक-वेग,0
224924,60053,अशोकव्रत,n,n-----n--a,,,,/əɕoː.ˈkəʋ.ɹə.t̪ə/,अ-शोक-व्रत,0
224925,,अशोकश्री,n,n-----m--ī,,,,/əɕoːkəɕɹiː/,अ-शोक-श्री,0
224926,60054,अशोकषष्ठी,n,n-----f--ī,,,,/əɕoː.kə.ˈʂəʂ.ʈʰiː/,अ-शोक-षष्ठी,0
224927,,अशोकेश्वर,n,n-----m--a,,,,/əɕoːkeːɕʋəɹə/,अ-शो-केश्वर,0
224928,60057,अशोकेश्वरतीर्थ,n,n-----n--a,,,,/əɕoːkeːɕʋəɹət̪iːɹt̪ʰə/,अशोकेश्वर-तीर्थ,0
224931,60037,अशोका,n,n-----f--ā,,,,/əɕoː.kɑː/,अ-शोका,0
224932,,अशोकान्तर,a,ap----a--a,,,,/əɕoː.kɑːn.t̪ə.ɹə/,अ-शो-कान्तर,0
224933,60055,अशोकारि,n,n-----m--i,,,,/əɕoː.kɑː.ɹi/,अशोकारि,0
224934,60056,अशोकाष्टमी,n,n-----f--ī,,,,/əɕoː.kɑːʂ.ʈə.miː/,अशोकाष्टमी,0
224935,60013,अशोष्य,a,ap----a--a,,,,/əɕoːʂ.jə/,अ-शोष्य,0
224936,170601,अश्रद्दधान,a,ap----a--a,,,,/əɕ.ˈɹəd̪.d̪ə.d̪ʰɑː.nə/,अ॔-श्रद्दधान,0
224937,60130,अश्रद्ध,a,ap----a--a,,,,/əɕ.ˈɹəd̪.d̪ʰə/,अ-श्रद्ध॔,0
224938,60133,अश्रद्धेय,a,ap----a--a,,,,/əɕ.ˈɹəd̪.d̪ʰeː.jə/,अ-श्रद्धेय,0
224939,60132,अश्रद्धित,a,ap----a--a,,,,/əɕ.ˈɹəd̪.d̪ʰi.t̪ə/,अ-श्रद्धित,0
224940,,अश्रद्ध्य,n,n-----n--a,,,,/əɕ.ˈɹəd̪.d̪ʰjə/,अ-श्रद्ध्य,0
224941,60131,अश्रद्धा,n,n-----f--ā,,,,/əɕ.ˈɹəd̪.d̪ʰɑː/,अ॔-श्रद्धा,0
224942,60139,अश्रम,a,ap----a--a,,,,/əɕ.ɹə.mə/,अ-श्रम॔,0
224943,60140,अश्रमण,a,ap----a--a,,,,/əɕ.ɹə.mə.ɳə/,अ-श्रमण॔,0
224944,60141,अश्रमण,n,n-----m--a,,,,/əɕ.ɹə.mə.ɳə/,अ॔-श्रमण,0
224945,,अश्रमेण,r,rp--------,,,,/əɕ.ɹə.meː.ɳə/,अ-श्रमे॔ण,0
224946,60142,अश्रमिष्ठ,a,ap----a--a,,,,/əɕ.ɹə.ˈmiʂ.ʈʰə/,अ॔-श्रमिष्ठ,0
224947,60145,अश्रवण,n,n-----n--a,,,,/əɕ.ɹə.ʋə.ɳə/,अ-श्रवण,0
224948,,अश्रवणात्,r,rp--------,,,,/əɕ.ɹə.ʋə.ɳɑːt̪/,अ-श्रवणात्,0
224949,,अश्रवणीय,a,ap----a--a,,,,/əɕ.ɹə.ʋə.ɳiː.jə/,अ-श्रवणीय,0
224950,60188,अश्रेयस्,n,n-----n-sa,,,,/əɕ.ɹeː.jəs/,अ-श्रेयस्,0
224951,60187,अश्रेयस्,a,ap----a-sa,,,,/əɕ.ɹeː.jəs/,अ-श्रेयस्,0
224952,60189,अश्रेयस्क,a,ap----a--a,,,,/əɕ.ɹeː.ˈjəs.kə/,अ-श्रेयस्क,0
224953,60191,अश्रेष्मन्,a,ap----a--n,,,,/əɕ.ɹeːʂ.mən/,अ-श्रेष्म॔न्,0
224954,60190,अश्रेष्ठ,a,ap----a--a,,,,/əɕ.ɹeːʂ.ʈʰə/,अ-श्रेष्ठ,0
224955,60149,अश्रि,n,n-----f--i,,,,/əɕ.ɹi/,अ॔श्रि,0
224956,60150,अश्रिमत्,a,ap----a--c,,,,/əɕ.ɹi.mət̪/,अ॔श्रि-मत्,0
224957,,अश्रित,a,ap----a--a,,,,/əɕ.ɹi.t̪ə/,अ॔-श्रित,0
224958,60193,अश्रोत्र,a,ap----a--a,,,,/əɕ.ɹoːt̪.ɹə/,अ-श्रोत्र॔,0
224959,60194,अश्रोत्रिय,a,ap----a--a,,,,/əɕ.ɹoːt̪.ɹi.jə/,अ॔-श्रोत्रिय,0
224960,60192,अश्रोतृ,a,ap----a--r,,,,/əɕ.ɹoː.t̪ɹ̩/,अ-श्रोतृ॔,0
224961,60164,अश्रु,n,n-----m--u,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'u'}=अश्रु",/əɕ.ɹu/,अ॔श्रु,0
224962,,अश्रुधारा,n,n-----f--ā,,,,/əɕ.ɹu.d̪ʰɑː.ɹɑː/,अश्रु-धारा,0
224963,60165,अश्रुकर्मन्,n,n-----n--n,,,,/əɕ.ɹu.ˈkəɹ.mən/,अ॔श्रु-कर्मन्,0
224964,,अश्रुलेश,n,n-----m--a,,,,/əɕ.ɹu.leː.ɕə/,अश्रु-लेश,0
224965,,अश्रुलोचन,a,ap----a--a,,,,/əɕ.ɹu.loː.t͡ɕə.nə/,अ॔श्रु-लोचन,0
224966,,अश्रुमय,a,ap----a--a,,ap----f--ī=>ी,,/əɕ.ɹu.mə.jə/,अश्रु-मय,0
224967,,अश्रुमुख,a,ap----a--a,,ap----f--ī=>ी,,/əɕ.ɹu.mu.kʰə/,अ॔श्रु-मुख॔,0
224968,60175,अश्रुमुख,n,n-----m--a,,,,/əɕ.ɹu.mu.kʰə/,अ॔श्रु-मुख॔,0
224969,,अश्रुनेत्र,a,ap----a--a,,,,/əɕ.ɹu.neːt̪.ɹə/,अश्रु-नेत्र,0
224970,,अश्रुनिपात,n,n-----m--a,,,,/əɕ.ɹu.ni.pɑː.t̪ə/,अ॔श्रु-निपात,0
224971,60166,अश्रुनाली,n,n-----f--ī,,,,/əɕ.ɹu.nɑː.liː/,अ॔श्रु-नाली,0
224972,,अश्रुपरिप्लुत,a,ap----a--a,,,,/əɕ.ɹu.pə.ˈɹip.lu.t̪ə/,अ॔श्रु-परिप्लुत,0
224973,,अश्रुपरिप्लुताक्ष,a,ap----a--a,,,,/əɕ.ɹu.pə.ˈɹip.lu.t̪ɑːk.ʂə/,अश्रु-परिप्लुताक्ष,0
224974,,अश्रुप्लावित,n,n-----n--a,,,,/əɕ.ˈɹup.lɑː.ʋi.t̪ə/,अ॔श्रु-प्लावित,0
224975,,अश्रुप्रमार्जन,n,n-----n--a,,,,/əɕ.ˈɹup.ɹə.mɑːɹ.d͡ʑə.nə/,अश्रु-प्रमार्जन,0
224976,,अश्रुप्रवाह,n,n-----m--a,,,,/əɕ.ˈɹup.ɹə.ʋɑː.ɦə/,अ॔श्रु-प्रवाह,0
224977,60169,अश्रुपात,n,n-----m--a,,,,/əɕ.ɹu.pɑː.t̪ə/,अ॔श्रु-पात,0
224978,,अश्रुपूर्ण,a,ap----a--a,,,,/əɕ.ɹu.puːɹ.ɳə/,अ॔श्रु-पूर्ण,0
224980,60180,अश्रुत,n,n-----m--a,,,,/əɕ.ɹu.t̪ə/,अ॔-श्रुत,0
224981,60179,अश्रुत,a,ap----a--a,,,,/əɕ.ɹu.t̪ə/,अ॔-श्रुत,0
224982,60182,अश्रुतवत्,r,rp--------,,,,/əɕ.ɹu.t̪ə.ʋət̪/,अ॔-श्रुत-वत्,0
224983,60351,अश्रुतव्रण,n,n-----m--a,,,,/əɕ.ɹu.ˈt̪əʋ.ɹə.ɳə/,अ॔-श्रुत-व्रण,0
224984,60183,अश्रुति,n,n-----f--i,,,,/əɕ.ɹu.t̪i/,अ॔-श्रुति,0
224985,60186,अश्रुतिधर,a,ap----a--a,,,,/əɕ.ɹu.t̪i.d̪ʰə.ɹə/,अ॔-श्रुति-धर,0
224986,60185,अश्रुतित्व,n,n-----n--a,,,,/əɕ.ɹu.ˈt̪it̪.ʋə/,अ॔-श्रुति-त्व,0
224987,,अश्रुता,n,n-----f--ā,,,,/əɕ.ɹu.t̪ɑː/,अ॔-श्रुता,0
224988,,अश्रुवदन,a,ap----a--a,,ap----f--ā=>ा,,/əɕ.ɹu.ʋə.d̪ə.nə/,अश्रु-वदन,0
224989,,अश्रुवह,a,ap----a--a,,,,/əɕ.ɹu.ʋə.ɦə/,अश्रु-वह,0
224990,,अश्रुविलोचन,a,ap----a--a,,,,/əɕ.ɹu.ʋi.loː.t͡ɕə.nə/,अ॔श्रु-विलोचन,0
224991,60134,अश्राद्ध,a,ap----a--a,,,,/əɕ.ɹɑːd̪.d̪ʰə/,अ-श्राद्ध,0
224992,60135,अश्राद्ध,n,n-----n--a,,,,/əɕ.ɹɑːd̪.d̪ʰə/,अ-श्राद्ध,0
